"cell","IPCC","IPCC_reduced"
"AFG.20886","warm_temperate_dry","temperate_dry"
"AFG.21309","cool_temperate_dry","temperate_dry"
"AFG.21785","boreal_dry","temperate_dry"
"AFG.41690","tropical_dry","tropical_dry"
"AFG.57135","tropical_dry","tropical_dry"
"AFG.57136","tropical_dry","tropical_dry"
"AFG.57137","tropical_dry","tropical_dry"
"AFG.57138","tropical_dry","tropical_dry"
"AFG.57139","tropical_dry","tropical_dry"
"AFG.57140","tropical_dry","tropical_dry"
"AFG.57141","tropical_dry","tropical_dry"
"AFG.57142","tropical_dry","tropical_dry"
"AFG.57143","tropical_dry","tropical_dry"
"AFG.57144","tropical_dry","tropical_dry"
"AFG.57145","tropical_dry","tropical_dry"
"AFG.57146","tropical_dry","tropical_dry"
"AFG.57147","warm_temperate_dry","temperate_dry"
"AFG.57148","warm_temperate_dry","temperate_dry"
"AFG.57153","tropical_dry","tropical_dry"
"AFG.57154","tropical_dry","tropical_dry"
"AFG.57155","tropical_dry","tropical_dry"
"AFG.57156","tropical_dry","tropical_dry"
"AFG.57157","tropical_dry","tropical_dry"
"AFG.57158","tropical_dry","tropical_dry"
"AFG.57159","warm_temperate_dry","temperate_dry"
"AFG.57160","warm_temperate_dry","temperate_dry"
"AFG.57161","warm_temperate_dry","temperate_dry"
"AFG.57162","warm_temperate_dry","temperate_dry"
"AFG.57163","warm_temperate_dry","temperate_dry"
"AFG.57169","tropical_dry","tropical_dry"
"AFG.57170","tropical_dry","tropical_dry"
"AFG.57171","tropical_dry","tropical_dry"
"AFG.57172","tropical_dry","tropical_dry"
"AFG.57173","tropical_dry","tropical_dry"
"AFG.57174","tropical_dry","tropical_dry"
"AFG.57175","tropical_dry","tropical_dry"
"AFG.57176","warm_temperate_dry","temperate_dry"
"AFG.57177","warm_temperate_dry","temperate_dry"
"AFG.57178","warm_temperate_dry","temperate_dry"
"AFG.57179","cool_temperate_dry","temperate_dry"
"AFG.57180","warm_temperate_dry","temperate_dry"
"AFG.57186","tropical_dry","tropical_dry"
"AFG.57187","tropical_dry","tropical_dry"
"AFG.57188","tropical_dry","tropical_dry"
"AFG.57189","tropical_dry","tropical_dry"
"AFG.57190","tropical_dry","tropical_dry"
"AFG.57191","tropical_dry","tropical_dry"
"AFG.57192","tropical_dry","tropical_dry"
"AFG.57193","cool_temperate_dry","temperate_dry"
"AFG.57194","cool_temperate_dry","temperate_dry"
"AFG.57195","cool_temperate_dry","temperate_dry"
"AFG.57196","cool_temperate_dry","temperate_dry"
"AFG.57197","warm_temperate_dry","temperate_dry"
"AFG.57207","tropical_dry","tropical_dry"
"AFG.57208","tropical_dry","tropical_dry"
"AFG.57209","tropical_dry","tropical_dry"
"AFG.57210","tropical_dry","tropical_dry"
"AFG.57211","tropical_dry","tropical_dry"
"AFG.57212","tropical_dry","tropical_dry"
"AFG.57213","warm_temperate_dry","temperate_dry"
"AFG.57214","cool_temperate_dry","temperate_dry"
"AFG.57215","cool_temperate_dry","temperate_dry"
"AFG.57216","cool_temperate_dry","temperate_dry"
"AFG.57217","cool_temperate_dry","temperate_dry"
"AFG.57218","warm_temperate_dry","temperate_dry"
"AFG.57219","warm_temperate_dry","temperate_dry"
"AFG.57228","tropical_montane","tropical_moist"
"AFG.57229","tropical_dry","tropical_dry"
"AFG.57230","tropical_dry","tropical_dry"
"AFG.57231","tropical_dry","tropical_dry"
"AFG.57232","tropical_dry","tropical_dry"
"AFG.57233","tropical_dry","tropical_dry"
"AFG.57234","cool_temperate_dry","temperate_dry"
"AFG.57235","cool_temperate_dry","temperate_dry"
"AFG.57236","cool_temperate_dry","temperate_dry"
"AFG.57237","cool_temperate_dry","temperate_dry"
"AFG.57238","cool_temperate_dry","temperate_dry"
"AFG.57239","cool_temperate_dry","temperate_dry"
"AFG.57240","cool_temperate_dry","temperate_dry"
"AFG.57250","tropical_dry","tropical_dry"
"AFG.57251","tropical_dry","tropical_dry"
"AFG.57252","tropical_dry","tropical_dry"
"AFG.57253","tropical_dry","tropical_dry"
"AFG.57254","tropical_dry","tropical_dry"
"AFG.57255","tropical_dry","tropical_dry"
"AFG.57256","cool_temperate_dry","temperate_dry"
"AFG.57257","cool_temperate_dry","temperate_dry"
"AFG.57258","cool_temperate_dry","temperate_dry"
"AFG.57259","cool_temperate_dry","temperate_dry"
"AFG.57260","cool_temperate_dry","temperate_dry"
"AFG.57261","cool_temperate_dry","temperate_dry"
"AFG.57262","cool_temperate_dry","temperate_dry"
"AFG.57272","tropical_dry","tropical_dry"
"AFG.57273","tropical_dry","tropical_dry"
"AFG.57274","tropical_montane","tropical_moist"
"AFG.57275","tropical_dry","tropical_dry"
"AFG.57276","tropical_dry","tropical_dry"
"AFG.57277","tropical_dry","tropical_dry"
"AFG.57278","cool_temperate_dry","temperate_dry"
"AFG.57279","cool_temperate_dry","temperate_dry"
"AFG.57280","cool_temperate_dry","temperate_dry"
"AFG.57281","cool_temperate_dry","temperate_dry"
"AFG.57282","cool_temperate_dry","temperate_dry"
"AFG.57283","cool_temperate_dry","temperate_dry"
"AFG.57284","cool_temperate_dry","temperate_dry"
"AFG.57285","warm_temperate_dry","temperate_dry"
"AFG.57286","warm_temperate_dry","temperate_dry"
"AFG.57295","tropical_dry","tropical_dry"
"AFG.57296","tropical_dry","tropical_dry"
"AFG.57297","tropical_montane","tropical_moist"
"AFG.57298","tropical_dry","tropical_dry"
"AFG.57299","tropical_dry","tropical_dry"
"AFG.57300","tropical_dry","tropical_dry"
"AFG.57301","cool_temperate_dry","temperate_dry"
"AFG.57302","cool_temperate_dry","temperate_dry"
"AFG.57303","cool_temperate_dry","temperate_dry"
"AFG.57304","cool_temperate_dry","temperate_dry"
"AFG.57305","cool_temperate_dry","temperate_dry"
"AFG.57306","cool_temperate_dry","temperate_dry"
"AFG.57307","cool_temperate_dry","temperate_dry"
"AFG.57308","warm_temperate_dry","temperate_dry"
"AFG.57309","warm_temperate_dry","temperate_dry"
"AFG.57318","tropical_dry","tropical_dry"
"AFG.57319","tropical_dry","tropical_dry"
"AFG.57320","tropical_montane","tropical_moist"
"AFG.57321","tropical_dry","tropical_dry"
"AFG.57322","tropical_dry","tropical_dry"
"AFG.57323","warm_temperate_dry","temperate_dry"
"AFG.57324","cool_temperate_dry","temperate_dry"
"AFG.57325","cool_temperate_dry","temperate_dry"
"AFG.57326","cool_temperate_dry","temperate_dry"
"AFG.57327","cool_temperate_dry","temperate_dry"
"AFG.57328","boreal_dry","temperate_dry"
"AFG.57329","boreal_moist","temperate_moist"
"AFG.57330","cool_temperate_dry","temperate_dry"
"AFG.57331","warm_temperate_dry","temperate_dry"
"AFG.57332","warm_temperate_dry","temperate_dry"
"AFG.57333","warm_temperate_dry","temperate_dry"
"AFG.57343","tropical_dry","tropical_dry"
"AFG.57344","tropical_montane","tropical_moist"
"AFG.57345","tropical_montane","tropical_moist"
"AFG.57346","tropical_montane","tropical_moist"
"AFG.57347","cool_temperate_dry","temperate_dry"
"AFG.57348","cool_temperate_dry","temperate_dry"
"AFG.57349","cool_temperate_dry","temperate_dry"
"AFG.57350","cool_temperate_dry","temperate_dry"
"AFG.57351","boreal_dry","temperate_dry"
"AFG.57352","boreal_dry","temperate_dry"
"AFG.57353","boreal_dry","temperate_dry"
"AFG.57354","boreal_moist","temperate_moist"
"AFG.57355","warm_temperate_dry","temperate_dry"
"AFG.57356","warm_temperate_dry","temperate_dry"
"AFG.57357","warm_temperate_dry","temperate_dry"
"AFG.57370","tropical_montane","tropical_moist"
"AFG.57371","warm_temperate_dry","temperate_dry"
"AFG.57372","warm_temperate_dry","temperate_dry"
"AFG.57373","cool_temperate_dry","temperate_dry"
"AFG.57374","cool_temperate_dry","temperate_dry"
"AFG.57375","boreal_dry","temperate_dry"
"AFG.57376","cool_temperate_dry","temperate_dry"
"AFG.57377","boreal_dry","temperate_dry"
"AFG.57378","boreal_moist","temperate_moist"
"AFG.57379","cool_temperate_dry","temperate_dry"
"AFG.57380","warm_temperate_dry","temperate_dry"
"AFG.57381","warm_temperate_dry","temperate_dry"
"AFG.57382","warm_temperate_dry","temperate_dry"
"AFG.57396","warm_temperate_dry","temperate_dry"
"AFG.57397","cool_temperate_dry","temperate_dry"
"AFG.57398","cool_temperate_dry","temperate_dry"
"AFG.57399","cool_temperate_dry","temperate_dry"
"AFG.57400","cool_temperate_dry","temperate_dry"
"AFG.57401","boreal_dry","temperate_dry"
"AFG.57402","cool_temperate_dry","temperate_dry"
"AFG.57403","boreal_moist","temperate_moist"
"AFG.57404","boreal_moist","temperate_moist"
"AFG.57405","polar_moist","temperate_moist"
"AFG.57406","cool_temperate_dry","temperate_dry"
"AFG.57407","cool_temperate_dry","temperate_dry"
"AFG.57423","warm_temperate_dry","temperate_dry"
"AFG.57424","cool_temperate_dry","temperate_dry"
"AFG.57425","cool_temperate_dry","temperate_dry"
"AFG.57426","boreal_moist","temperate_moist"
"AFG.57427","boreal_moist","temperate_moist"
"AFG.57428","boreal_moist","temperate_moist"
"AFG.57429","boreal_moist","temperate_moist"
"AFG.57430","boreal_moist","temperate_moist"
"AFG.57431","cool_temperate_dry","temperate_dry"
"AFG.57432","cool_temperate_dry","temperate_dry"
"AFG.57433","warm_temperate_dry","temperate_dry"
"AFG.57451","cool_temperate_dry","temperate_dry"
"AFG.57452","cool_temperate_dry","temperate_dry"
"AFG.57453","cool_temperate_dry","temperate_dry"
"AFG.57454","cool_temperate_dry","temperate_dry"
"AFG.57455","cool_temperate_dry","temperate_dry"
"AFG.57456","boreal_moist","temperate_moist"
"AFG.57457","boreal_moist","temperate_moist"
"AFG.57458","boreal_moist","temperate_moist"
"AFG.57459","cool_temperate_dry","temperate_dry"
"AFG.57460","warm_temperate_dry","temperate_dry"
"AFG.57478","warm_temperate_dry","temperate_dry"
"AFG.57479","cool_temperate_dry","temperate_dry"
"AFG.57480","cool_temperate_dry","temperate_dry"
"AFG.57481","cool_temperate_dry","temperate_dry"
"AFG.57482","cool_temperate_dry","temperate_dry"
"AFG.57483","cool_temperate_dry","temperate_dry"
"AFG.57484","boreal_moist","temperate_moist"
"AFG.57485","boreal_moist","temperate_moist"
"AFG.57486","cool_temperate_dry","temperate_dry"
"AFG.57487","warm_temperate_dry","temperate_dry"
"AFG.57488","warm_temperate_dry","temperate_dry"
"AFG.57489","warm_temperate_dry","temperate_dry"
"AFG.57509","tropical_montane","tropical_moist"
"AFG.57510","cool_temperate_dry","temperate_dry"
"AFG.57511","cool_temperate_dry","temperate_dry"
"AFG.57512","cool_temperate_dry","temperate_dry"
"AFG.57513","cool_temperate_dry","temperate_dry"
"AFG.57514","cool_temperate_dry","temperate_dry"
"AFG.57515","boreal_moist","temperate_moist"
"AFG.57516","cool_temperate_dry","temperate_dry"
"AFG.57517","cool_temperate_dry","temperate_dry"
"AFG.57518","warm_temperate_dry","temperate_dry"
"AFG.57540","cool_temperate_dry","temperate_dry"
"AFG.57541","cool_temperate_dry","temperate_dry"
"AFG.57542","cool_temperate_dry","temperate_dry"
"AFG.57543","tropical_dry","tropical_dry"
"AFG.57544","boreal_moist","temperate_moist"
"AFG.57545","boreal_moist","temperate_moist"
"AFG.57546","boreal_moist","temperate_moist"
"AFG.57547","cool_temperate_dry","temperate_dry"
"AFG.57548","cool_temperate_dry","temperate_dry"
"AFG.57575","tropical_dry","tropical_dry"
"AFG.57576","tropical_dry","tropical_dry"
"AFG.57577","boreal_moist","temperate_moist"
"AFG.57578","boreal_moist","temperate_moist"
"AFG.57579","boreal_moist","temperate_moist"
"AFG.57580","cool_temperate_dry","temperate_dry"
"AFG.57581","cool_temperate_dry","temperate_dry"
"AFG.57609","tropical_dry","tropical_dry"
"AFG.57610","tropical_dry","tropical_dry"
"AFG.57611","polar_moist","temperate_moist"
"AFG.57612","boreal_moist","temperate_moist"
"AFG.57613","boreal_moist","temperate_moist"
"AFG.57614","boreal_moist","temperate_moist"
"AFG.57615","cool_temperate_dry","temperate_dry"
"AFG.57616","boreal_moist","temperate_moist"
"AFG.57617","boreal_moist","temperate_moist"
"AFG.57647","polar_moist","temperate_moist"
"AFG.57648","boreal_moist","temperate_moist"
"AFG.57649","boreal_moist","temperate_moist"
"AFG.57650","boreal_moist","temperate_moist"
"AFG.57651","boreal_moist","temperate_moist"
"AFG.57652","boreal_moist","temperate_moist"
"AFG.57653","boreal_moist","temperate_moist"
"AFG.57715","boreal_moist","temperate_moist"
"AFG.57791","boreal_dry","temperate_dry"
"AFG.57878","boreal_dry","temperate_dry"
"AGO.2046","tropical_dry","tropical_dry"
"AGO.2047","tropical_dry","tropical_dry"
"AGO.2108","tropical_dry","tropical_dry"
"AGO.2109","tropical_dry","tropical_dry"
"AGO.2110","tropical_dry","tropical_dry"
"AGO.2111","tropical_dry","tropical_dry"
"AGO.2112","tropical_dry","tropical_dry"
"AGO.2113","tropical_dry","tropical_dry"
"AGO.2114","tropical_dry","tropical_dry"
"AGO.2177","tropical_dry","tropical_dry"
"AGO.2178","tropical_dry","tropical_dry"
"AGO.2179","tropical_dry","tropical_dry"
"AGO.2180","tropical_dry","tropical_dry"
"AGO.2181","tropical_dry","tropical_dry"
"AGO.2182","tropical_dry","tropical_dry"
"AGO.2183","tropical_dry","tropical_dry"
"AGO.2184","tropical_dry","tropical_dry"
"AGO.2185","tropical_dry","tropical_dry"
"AGO.2186","tropical_dry","tropical_dry"
"AGO.2189","tropical_moist","tropical_moist"
"AGO.2253","tropical_dry","tropical_dry"
"AGO.2254","tropical_dry","tropical_dry"
"AGO.2255","tropical_dry","tropical_dry"
"AGO.2256","tropical_dry","tropical_dry"
"AGO.2257","tropical_dry","tropical_dry"
"AGO.2258","tropical_dry","tropical_dry"
"AGO.2259","tropical_dry","tropical_dry"
"AGO.2260","tropical_dry","tropical_dry"
"AGO.2261","tropical_dry","tropical_dry"
"AGO.2262","tropical_dry","tropical_dry"
"AGO.2263","tropical_dry","tropical_dry"
"AGO.2264","tropical_dry","tropical_dry"
"AGO.2265","tropical_dry","tropical_dry"
"AGO.2266","tropical_dry","tropical_dry"
"AGO.2267","tropical_dry","tropical_dry"
"AGO.2268","tropical_dry","tropical_dry"
"AGO.2269","tropical_dry","tropical_dry"
"AGO.2337","tropical_dry","tropical_dry"
"AGO.2338","tropical_dry","tropical_dry"
"AGO.2339","tropical_montane","tropical_moist"
"AGO.2340","tropical_dry","tropical_dry"
"AGO.2341","tropical_montane","tropical_moist"
"AGO.2342","tropical_montane","tropical_moist"
"AGO.2343","tropical_dry","tropical_dry"
"AGO.2344","tropical_dry","tropical_dry"
"AGO.2345","tropical_dry","tropical_dry"
"AGO.2346","tropical_dry","tropical_dry"
"AGO.2347","tropical_dry","tropical_dry"
"AGO.2348","tropical_dry","tropical_dry"
"AGO.2349","tropical_dry","tropical_dry"
"AGO.2350","tropical_dry","tropical_dry"
"AGO.2351","tropical_dry","tropical_dry"
"AGO.2352","tropical_dry","tropical_dry"
"AGO.2353","tropical_dry","tropical_dry"
"AGO.2354","tropical_dry","tropical_dry"
"AGO.2355","tropical_dry","tropical_dry"
"AGO.2356","tropical_dry","tropical_dry"
"AGO.2357","tropical_dry","tropical_dry"
"AGO.2358","tropical_dry","tropical_dry"
"AGO.2424","tropical_dry","tropical_dry"
"AGO.2425","tropical_montane","tropical_moist"
"AGO.2426","tropical_montane","tropical_moist"
"AGO.2427","tropical_montane","tropical_moist"
"AGO.2428","tropical_montane","tropical_moist"
"AGO.2429","tropical_montane","tropical_moist"
"AGO.2430","tropical_dry","tropical_dry"
"AGO.2431","tropical_moist","tropical_moist"
"AGO.2432","tropical_moist","tropical_moist"
"AGO.2433","tropical_dry","tropical_dry"
"AGO.2434","tropical_dry","tropical_dry"
"AGO.2435","tropical_dry","tropical_dry"
"AGO.2436","tropical_dry","tropical_dry"
"AGO.2437","tropical_dry","tropical_dry"
"AGO.2438","tropical_dry","tropical_dry"
"AGO.2439","tropical_dry","tropical_dry"
"AGO.2440","tropical_dry","tropical_dry"
"AGO.2441","tropical_dry","tropical_dry"
"AGO.2442","tropical_dry","tropical_dry"
"AGO.2443","tropical_dry","tropical_dry"
"AGO.2444","tropical_dry","tropical_dry"
"AGO.2445","tropical_dry","tropical_dry"
"AGO.2446","tropical_moist","tropical_moist"
"AGO.2517","tropical_montane","tropical_moist"
"AGO.2518","tropical_montane","tropical_moist"
"AGO.2519","tropical_montane","tropical_moist"
"AGO.2520","tropical_montane","tropical_moist"
"AGO.2521","tropical_montane","tropical_moist"
"AGO.2522","tropical_montane","tropical_moist"
"AGO.2523","tropical_montane","tropical_moist"
"AGO.2524","tropical_montane","tropical_moist"
"AGO.2525","tropical_moist","tropical_moist"
"AGO.2526","tropical_montane","tropical_moist"
"AGO.2527","tropical_montane","tropical_moist"
"AGO.2528","tropical_dry","tropical_dry"
"AGO.2529","tropical_montane","tropical_moist"
"AGO.2530","tropical_dry","tropical_dry"
"AGO.2531","tropical_dry","tropical_dry"
"AGO.2532","tropical_dry","tropical_dry"
"AGO.2533","tropical_dry","tropical_dry"
"AGO.2534","tropical_dry","tropical_dry"
"AGO.2535","tropical_dry","tropical_dry"
"AGO.2536","tropical_dry","tropical_dry"
"AGO.2537","tropical_dry","tropical_dry"
"AGO.2538","tropical_dry","tropical_dry"
"AGO.2539","tropical_moist","tropical_moist"
"AGO.2617","tropical_montane","tropical_moist"
"AGO.2618","tropical_montane","tropical_moist"
"AGO.2619","tropical_montane","tropical_moist"
"AGO.2620","tropical_montane","tropical_moist"
"AGO.2621","tropical_montane","tropical_moist"
"AGO.2622","tropical_montane","tropical_moist"
"AGO.2623","tropical_montane","tropical_moist"
"AGO.2624","tropical_montane","tropical_moist"
"AGO.2625","tropical_montane","tropical_moist"
"AGO.2626","tropical_montane","tropical_moist"
"AGO.2627","tropical_montane","tropical_moist"
"AGO.2628","tropical_montane","tropical_moist"
"AGO.2629","tropical_montane","tropical_moist"
"AGO.2630","tropical_montane","tropical_moist"
"AGO.2631","tropical_moist","tropical_moist"
"AGO.2632","tropical_dry","tropical_dry"
"AGO.2633","tropical_moist","tropical_moist"
"AGO.2634","tropical_moist","tropical_moist"
"AGO.2635","tropical_dry","tropical_dry"
"AGO.2636","tropical_moist","tropical_moist"
"AGO.2637","tropical_moist","tropical_moist"
"AGO.2638","tropical_moist","tropical_moist"
"AGO.2639","tropical_moist","tropical_moist"
"AGO.2719","tropical_montane","tropical_moist"
"AGO.2720","tropical_montane","tropical_moist"
"AGO.2721","tropical_montane","tropical_moist"
"AGO.2722","tropical_montane","tropical_moist"
"AGO.2723","tropical_montane","tropical_moist"
"AGO.2724","tropical_montane","tropical_moist"
"AGO.2725","tropical_montane","tropical_moist"
"AGO.2726","tropical_montane","tropical_moist"
"AGO.2727","tropical_montane","tropical_moist"
"AGO.2728","tropical_montane","tropical_moist"
"AGO.2729","tropical_montane","tropical_moist"
"AGO.2730","tropical_montane","tropical_moist"
"AGO.2731","tropical_montane","tropical_moist"
"AGO.2732","tropical_montane","tropical_moist"
"AGO.2733","tropical_montane","tropical_moist"
"AGO.2734","tropical_moist","tropical_moist"
"AGO.2735","tropical_moist","tropical_moist"
"AGO.2736","tropical_montane","tropical_moist"
"AGO.2737","tropical_montane","tropical_moist"
"AGO.2738","tropical_moist","tropical_moist"
"AGO.2739","tropical_moist","tropical_moist"
"AGO.2740","tropical_moist","tropical_moist"
"AGO.2741","tropical_moist","tropical_moist"
"AGO.2823","tropical_montane","tropical_moist"
"AGO.2824","tropical_montane","tropical_moist"
"AGO.2825","tropical_montane","tropical_moist"
"AGO.2826","tropical_montane","tropical_moist"
"AGO.2827","tropical_montane","tropical_moist"
"AGO.2828","tropical_montane","tropical_moist"
"AGO.2829","tropical_montane","tropical_moist"
"AGO.2830","tropical_montane","tropical_moist"
"AGO.2831","tropical_montane","tropical_moist"
"AGO.2832","tropical_montane","tropical_moist"
"AGO.2833","tropical_montane","tropical_moist"
"AGO.2834","tropical_montane","tropical_moist"
"AGO.2835","tropical_montane","tropical_moist"
"AGO.2836","tropical_montane","tropical_moist"
"AGO.2837","tropical_montane","tropical_moist"
"AGO.2838","tropical_montane","tropical_moist"
"AGO.2839","tropical_montane","tropical_moist"
"AGO.2840","tropical_moist","tropical_moist"
"AGO.2841","tropical_moist","tropical_moist"
"AGO.2842","tropical_moist","tropical_moist"
"AGO.2843","tropical_moist","tropical_moist"
"AGO.2844","tropical_moist","tropical_moist"
"AGO.2845","tropical_moist","tropical_moist"
"AGO.2928","tropical_montane","tropical_moist"
"AGO.2929","tropical_montane","tropical_moist"
"AGO.2930","tropical_montane","tropical_moist"
"AGO.2931","tropical_montane","tropical_moist"
"AGO.2932","tropical_montane","tropical_moist"
"AGO.2933","tropical_montane","tropical_moist"
"AGO.2934","tropical_montane","tropical_moist"
"AGO.2935","tropical_montane","tropical_moist"
"AGO.2936","tropical_montane","tropical_moist"
"AGO.2937","tropical_montane","tropical_moist"
"AGO.2938","tropical_montane","tropical_moist"
"AGO.2939","tropical_montane","tropical_moist"
"AGO.2940","tropical_montane","tropical_moist"
"AGO.2941","tropical_montane","tropical_moist"
"AGO.2942","tropical_montane","tropical_moist"
"AGO.2943","tropical_montane","tropical_moist"
"AGO.2944","tropical_moist","tropical_moist"
"AGO.2945","tropical_moist","tropical_moist"
"AGO.2946","tropical_moist","tropical_moist"
"AGO.2947","tropical_moist","tropical_moist"
"AGO.2948","tropical_moist","tropical_moist"
"AGO.2949","tropical_moist","tropical_moist"
"AGO.3035","tropical_montane","tropical_moist"
"AGO.3036","tropical_montane","tropical_moist"
"AGO.3037","tropical_montane","tropical_moist"
"AGO.3038","tropical_montane","tropical_moist"
"AGO.3039","tropical_montane","tropical_moist"
"AGO.3040","tropical_montane","tropical_moist"
"AGO.3041","tropical_montane","tropical_moist"
"AGO.3042","tropical_montane","tropical_moist"
"AGO.3043","tropical_montane","tropical_moist"
"AGO.3044","tropical_montane","tropical_moist"
"AGO.3045","tropical_montane","tropical_moist"
"AGO.3046","tropical_montane","tropical_moist"
"AGO.3047","tropical_montane","tropical_moist"
"AGO.3048","tropical_montane","tropical_moist"
"AGO.3049","tropical_montane","tropical_moist"
"AGO.3050","tropical_moist","tropical_moist"
"AGO.3051","tropical_moist","tropical_moist"
"AGO.3052","tropical_moist","tropical_moist"
"AGO.3053","tropical_moist","tropical_moist"
"AGO.3054","tropical_moist","tropical_moist"
"AGO.3144","tropical_montane","tropical_moist"
"AGO.3145","tropical_montane","tropical_moist"
"AGO.3146","tropical_montane","tropical_moist"
"AGO.3147","tropical_montane","tropical_moist"
"AGO.3148","tropical_montane","tropical_moist"
"AGO.3149","tropical_montane","tropical_moist"
"AGO.3150","tropical_montane","tropical_moist"
"AGO.3151","tropical_montane","tropical_moist"
"AGO.3152","tropical_montane","tropical_moist"
"AGO.3153","tropical_montane","tropical_moist"
"AGO.3154","tropical_montane","tropical_moist"
"AGO.3155","tropical_montane","tropical_moist"
"AGO.3156","tropical_montane","tropical_moist"
"AGO.3157","tropical_montane","tropical_moist"
"AGO.3158","tropical_montane","tropical_moist"
"AGO.3159","tropical_moist","tropical_moist"
"AGO.3160","tropical_moist","tropical_moist"
"AGO.3161","tropical_moist","tropical_moist"
"AGO.3162","tropical_moist","tropical_moist"
"AGO.3256","tropical_montane","tropical_moist"
"AGO.3257","tropical_montane","tropical_moist"
"AGO.3258","tropical_montane","tropical_moist"
"AGO.3259","tropical_montane","tropical_moist"
"AGO.3260","tropical_montane","tropical_moist"
"AGO.3261","tropical_montane","tropical_moist"
"AGO.3262","tropical_montane","tropical_moist"
"AGO.3263","tropical_montane","tropical_moist"
"AGO.3264","tropical_montane","tropical_moist"
"AGO.3265","tropical_montane","tropical_moist"
"AGO.3266","tropical_montane","tropical_moist"
"AGO.3267","tropical_montane","tropical_moist"
"AGO.3268","tropical_montane","tropical_moist"
"AGO.3269","tropical_montane","tropical_moist"
"AGO.3270","tropical_moist","tropical_moist"
"AGO.3271","tropical_moist","tropical_moist"
"AGO.3272","tropical_moist","tropical_moist"
"AGO.3273","tropical_moist","tropical_moist"
"AGO.3274","tropical_moist","tropical_moist"
"AGO.3369","tropical_montane","tropical_moist"
"AGO.3370","tropical_montane","tropical_moist"
"AGO.3371","tropical_montane","tropical_moist"
"AGO.3372","tropical_montane","tropical_moist"
"AGO.3373","tropical_montane","tropical_moist"
"AGO.3374","tropical_montane","tropical_moist"
"AGO.3375","tropical_montane","tropical_moist"
"AGO.3376","tropical_montane","tropical_moist"
"AGO.3377","tropical_montane","tropical_moist"
"AGO.3378","tropical_montane","tropical_moist"
"AGO.3379","tropical_montane","tropical_moist"
"AGO.3380","tropical_montane","tropical_moist"
"AGO.3381","tropical_montane","tropical_moist"
"AGO.3382","tropical_montane","tropical_moist"
"AGO.3383","tropical_moist","tropical_moist"
"AGO.3384","tropical_moist","tropical_moist"
"AGO.3385","tropical_moist","tropical_moist"
"AGO.3386","tropical_montane","tropical_moist"
"AGO.3387","tropical_moist","tropical_moist"
"AGO.3480","tropical_montane","tropical_moist"
"AGO.3481","tropical_montane","tropical_moist"
"AGO.3482","tropical_montane","tropical_moist"
"AGO.3483","tropical_montane","tropical_moist"
"AGO.3484","tropical_montane","tropical_moist"
"AGO.3485","tropical_montane","tropical_moist"
"AGO.3486","tropical_montane","tropical_moist"
"AGO.3487","tropical_montane","tropical_moist"
"AGO.3488","tropical_montane","tropical_moist"
"AGO.3489","tropical_montane","tropical_moist"
"AGO.3490","tropical_montane","tropical_moist"
"AGO.3491","tropical_montane","tropical_moist"
"AGO.3492","tropical_montane","tropical_moist"
"AGO.3493","tropical_montane","tropical_moist"
"AGO.3494","tropical_montane","tropical_moist"
"AGO.3495","tropical_montane","tropical_moist"
"AGO.3496","tropical_montane","tropical_moist"
"AGO.3497","tropical_montane","tropical_moist"
"AGO.3498","tropical_montane","tropical_moist"
"AGO.3499","tropical_montane","tropical_moist"
"AGO.3592","tropical_montane","tropical_moist"
"AGO.3593","tropical_montane","tropical_moist"
"AGO.3594","tropical_montane","tropical_moist"
"AGO.3595","tropical_montane","tropical_moist"
"AGO.3596","tropical_montane","tropical_moist"
"AGO.3597","tropical_montane","tropical_moist"
"AGO.3598","tropical_montane","tropical_moist"
"AGO.3599","tropical_montane","tropical_moist"
"AGO.3600","tropical_montane","tropical_moist"
"AGO.3601","tropical_montane","tropical_moist"
"AGO.3602","tropical_montane","tropical_moist"
"AGO.3603","tropical_montane","tropical_moist"
"AGO.3604","tropical_montane","tropical_moist"
"AGO.3605","tropical_montane","tropical_moist"
"AGO.3606","tropical_montane","tropical_moist"
"AGO.3607","tropical_montane","tropical_moist"
"AGO.3608","tropical_montane","tropical_moist"
"AGO.3609","tropical_montane","tropical_moist"
"AGO.3610","tropical_montane","tropical_moist"
"AGO.3611","tropical_montane","tropical_moist"
"AGO.3612","tropical_moist","tropical_moist"
"AGO.3613","tropical_moist","tropical_moist"
"AGO.3703","tropical_montane","tropical_moist"
"AGO.3704","tropical_montane","tropical_moist"
"AGO.3705","tropical_montane","tropical_moist"
"AGO.3706","tropical_montane","tropical_moist"
"AGO.3707","tropical_montane","tropical_moist"
"AGO.3708","tropical_montane","tropical_moist"
"AGO.3709","tropical_montane","tropical_moist"
"AGO.3710","tropical_montane","tropical_moist"
"AGO.3711","tropical_montane","tropical_moist"
"AGO.3712","tropical_montane","tropical_moist"
"AGO.3713","tropical_montane","tropical_moist"
"AGO.3714","tropical_montane","tropical_moist"
"AGO.3715","tropical_montane","tropical_moist"
"AGO.3716","tropical_montane","tropical_moist"
"AGO.3717","tropical_montane","tropical_moist"
"AGO.3718","tropical_montane","tropical_moist"
"AGO.3719","tropical_montane","tropical_moist"
"AGO.3720","tropical_moist","tropical_moist"
"AGO.3721","tropical_moist","tropical_moist"
"AGO.3722","tropical_moist","tropical_moist"
