X;CountryCode;RegionCode
Solomon Islands;SLB;XXX
Sierra Leone;SLE;XXX
El Salvador;SLV;XXX
San Marino;SMR;YYY
Somalia;SOM;XXX
Saint Pierre and Miquelon;SPM;YYY
Serbia;SRB;YYY
South Sudan;SSD;XXX
Sao Tome and Principe;STP;XXX
Suriname;SUR;XXX
Slovakia;SVK;YYY
Slovenia;SVN;YYY
Sweden;SWE;YYY
Swaziland;SWZ;XXX
Sint Maarten (Dutch part);SXM;XXX
Seychelles;SYC;XXX
Syrian Arab Republic;SYR;ZZZ
Turks and Caicos Islands;TCA;XXX
Chad;TCD;XXX
Togo;TGO;XXX
Thailand;THA;XXX
Tajikistan;TJK;ZZZ
Tokelau;TKL;XXX
Turkmenistan;TKM;ZZZ
Timor-Leste;TLS;XXX
Tonga;TON;XXX
Trinidad and Tobago;TTO;XXX
Tunisia;TUN;ZZZ
Turkey;TUR;YYY
Tuvalu;TUV;XXX
Taiwan, Province of China;TWN;YYY
Tanzania, United Republic of;TZA;XXX
Uganda;UGA;XXX
Ukraine;UKR;ZZZ
United States Minor Outlying Islands;UMI;XXX
Uruguay;URY;XXX
United States;USA;YYY
Uzbekistan;UZB;ZZZ
Holy See (Vatican City State);VAT;YYY
Saint Vincent and the Grenadines;VCT;XXX
Venezuela, Bolivarian Republic of;VEN;XXX
Virgin Islands, British;VGB;XXX
Virgin Islands, U.S.;VIR;XXX
Viet Nam;VNM;XXX
Vanuatu;VUT;XXX
Wallis and Futuna;WLF;XXX
Samoa;WSM;XXX
Yemen;YEM;ZZZ
South Africa;ZAF;XXX
Zambia;ZMB;XXX
Zimbabwe;ZWE;XXX
