X;CountryCode;RegionCode
Tunisia;TUN;NAF
Turkey;TUR;WEU
Tuvalu;TUV;PAS
Taiwan, Province of China;TWN;PAS
Tanzania, United Republic of;TZA;SAF
Uganda;UGA;EAF
Ukraine;UKR;FSU
United States Minor Outlying Islands;UMI;OSA
Uruguay;URY;LAC
United States;USA;USA
Uzbekistan;UZB;FSU
Holy See (Vatican City State);VAT;WEU
Saint Vincent and the Grenadines;VCT;LAC
Venezuela, Bolivarian Republic of;VEN;LAC
Virgin Islands, British;VGB;USA
Virgin Islands, U.S.;VIR;USA
Viet Nam;VNM;OEA
Vanuatu;VUT;PAS
Wallis and Futuna;WLF;OSA
Samoa;WSM;PAS
Yemen;YEM;MEE
South Africa;ZAF;SAF
Zambia;ZMB;SAF
Zimbabwe;ZWE;SAF
