CountryA3, Entity,Sector
GBR,Commodities,Manufacture of prepared pet foods
GBR,Commodities,Manufacture of bread; manufacture of fresh pastry goods and cakes
GBR,Commodities,Organic: Manufacture of bread; manufacture of fresh pastry goods and cakes
GBR,Commodities,Manufacture of rusks and biscuits;  manufacture of preserved pastry goods and cakes
GBR,Commodities,Manufacture of sugar
GBR,Commodities,"Manufacture of cocoa, chocolate and sugar confectionery  "
GBR,Commodities,"Manufacture of macaroni, noodles, couscous and similar farinaceous products "
GBR,Commodities,Processing of tea and coffee
GBR,Commodities,Manufacture of condiments and seasonings
GBR,Commodities,Manufacture of homogenised food preparations and dietetic food
GBR,Commodities,Manufacture of other food products not elsewhere classified
GBR,Commodities,Manufacture of distilled potable alcoholic beverages
GBR,Commodities,Production of ethyl alcohol from fermented materials
GBR,Commodities,Manufacture of wines
GBR,Commodities,Manufacture of cider and other fruit wines
GBR,Commodities,Manufacture of other non-distilled fermented beverages
GBR,Commodities,Manufacture of beer
GBR,Commodities,Manufacture of malt
GBR,Commodities,Manufacture of mineral waters and soft drinks
GBR,Commodities,Manufacture of tobacco products
GBR,Commodities,Preparation and spinning of textile fibres
GBR,Commodities,Textile weaving
GBR,Commodities,Finishing of textiles
GBR,Commodities,"Manufacture of made-up textile articles, except apparel  "
GBR,Commodities,Manufacture of carpets and rugs
GBR,Commodities,"Manufacture of cordage, rope, twine and netting  "
GBR,Commodities,"Manufacture of non-wovens and articles made from non-wovens, except apparel  "
GBR,Commodities,Manufacture of other textiles not elsewhere classified
GBR,Commodities,Manufacture of knitted and crocheted fabrics
GBR,Commodities,Manufacture of knitted and crocheted hosiery
GBR,Commodities,"Manufacture of knitted and crocheted pullovers, cardigans and similar articles  "
GBR,Commodities,Manufacture of leather clothes
GBR,Commodities,Manufacture of work wear
GBR,Commodities,Manufacture of other outerwear
GBR,Commodities,Manufacture of underwear
GBR,Commodities,Manufacture of other wearing apparel and accessories not elsewhere classified
GBR,Commodities,Dressing and dyeing of fur; manufacture of articles of fur
GBR,Commodities,Tanning and dressing of leather
GBR,Commodities,"Manufacture of luggage, handbags and the like, saddlery and harness  "
GBR,Commodities,Manufacture of footwear
GBR,Commodities,"Saw milling and planing of wood, impregnation of wood  "
GBR,Commodities,"Manufacture of veneer sheets; manufacture of plywood, laminboard, particle board, fibre board and other panels and boards"
GBR,Commodities,Manufacture of builders' carpentry and joinery
GBR,Commodities,Manufacture of wooden containers
GBR,Commodities,Manufacture of other products of wood
GBR,Commodities,"Manufacture of articles of cork, straw and plaiting materials  "
GBR,Commodities,Manufacture of pulp
GBR,Commodities,Manufacture of paper and paperboard
GBR,Commodities,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard
GBR,Commodities,Manufacture of household and sanitary goods and of toilet requisites
GBR,Commodities,Manufacture of paper stationery
GBR,Commodities,Manufacture of wallpaper
GBR,Commodities,Manufacture of other articles of paper and paperboard not elsewhere classified
GBR,Commodities,Publishing of books
GBR,Commodities,Publishing of newspapers
GBR,Commodities,Publishing of journals and periodicals
GBR,Commodities,Publishing of sound recordings
GBR,Commodities,Other publishing
GBR,Commodities,Printing of newspapers
GBR,Commodities,Printing not elsewhere classified
GBR,Commodities,Bookbinding
GBR,Commodities,Pre-press activities
GBR,Commodities,Ancillary activities related to printing
GBR,Commodities,Reproduction of sound recording
GBR,Commodities,Reproduction of video recording
GBR,Commodities,Reproduction of computer media
GBR,Commodities,Manufacture of coke oven products
GBR,Commodities,Motor spirit (gasoline)
GBR,Commodities,"Kerosene, including kerosene type jet fuel"
GBR,Commodities,Gas oils
GBR,Commodities,Fuel oils n.e.c.
GBR,Commodities,"Petroleum gases and other gaseous hydrocarbons, except natural gas"
GBR,Commodities,Other petroleum products
GBR,Commodities,Processing of nuclear fuel
GBR,Commodities,Manufacture of industrial gases
GBR,Commodities,Manufacture of dyes and pigments
GBR,Commodities,Manufacture of other inorganic basic chemicals
GBR,Commodities,Manufacture of other organic chemicals
GBR,Commodities,Manufacture of fertilisers and nitrogen compounds
GBR,Commodities,Manufacture of plastics in primary forms
GBR,Commodities,Manufacture of synthetic rubber in primary forms
GBR,Commodities,Manufacture of pesticides and other agro-chemical products
GBR,Commodities,"Manufacture of paints, varnishes and similar coatings, printing inks and mastics "
GBR,Commodities,Manufacture of basic pharmaceuticals
GBR,Commodities,Manufacture of pharmaceutical preparations
GBR,Commodities,"Manufacture of soap and detergents, cleaning and polishing preparations  "
GBR,Commodities,Manufacture of perfumes and toilet preparations
GBR,Commodities,Manufacture of explosives
GBR,Commodities,Manufacture of glues and gelatine
GBR,Commodities,Manufacture of essential oils
GBR,Commodities,Manufacture of photographic chemical material
GBR,Commodities,Manufacture of prepared unrecorded media
GBR,Commodities,Manufacture of other chemical products not elsewhere classified
GBR,Commodities,Manufacture of man-made fibres
GBR,Commodities,Manufacture of rubber tyres and tubes
GBR,Commodities,Retreading and rebuilding of rubber tyres
GBR,Commodities,Manufacture of other rubber products
GBR,Commodities,"Manufacture of plastic plates, sheets, tubes and profiles  "
GBR,Commodities,Manufacture of plastic packing goods
GBR,Commodities,Manufacture of builders' ware of plastic
GBR,Commodities,Manufacture of other plastic products
GBR,Commodities,Manufacture of flat glass
GBR,Commodities,Shaping and processing of flat glass
GBR,Commodities,Manufacture of hollow glass
GBR,Commodities,manufacture of glass fibres
GBR,Commodities,Manufacture and processing of other glass including technical glassware
GBR,Commodities,Manufacture of ceramic household and ornamental articles
GBR,Commodities,Manufacture of ceramic sanitary fixtures
GBR,Commodities,Manufacture of ceramic insulators and insulating fittings
GBR,Commodities,Manufacture of other technical ceramic products
GBR,Commodities,Manufacture of other ceramic products
GBR,Commodities,Manufacture of refractory ceramic products
GBR,Commodities,Manufacture of ceramic tiles and flags
GBR,Commodities,"Manufacture of bricks, tiles and construction products, in baked clay  "
GBR,Commodities,Manufacture of cement
GBR,Commodities,Manufacture of lime
GBR,Commodities,Manufacture of plaster
GBR,Commodities,Manufacture of concrete products for construction purposes
GBR,Commodities,Manufacture of plaster products for construction purposes
GBR,Commodities,Manufacture of ready-mixed concrete
GBR,Commodities,Manufacture of mortars
GBR,Commodities,Manufacture of fibre cement
GBR,Commodities,"Manufacture of other articles of concrete, plaster and cement  "
GBR,Commodities,"Cutting, shaping and finishing of ornamental and building stone"
GBR,Commodities,Production of abrasive products
GBR,Commodities,Manufacture of other non-metallic mineral products not elsewhere classified
GBR,Commodities,Manufacture of basic iron and steel and of ferro-alloys
GBR,Commodities,Manufacture of cast iron tubes
GBR,Commodities,Manufacture of steel tubes
GBR,Commodities,Cold drawing
GBR,Commodities,Cold rolling of narrow strip
GBR,Commodities,Cold forming or folding
GBR,Commodities,Wire drawing
GBR,Commodities,Other first processing of iron and steel not elsewhere classified; production of non-ECSC ferro-alloys
GBR,Commodities,Precious metals production
GBR,Commodities,Aluminium production
GBR,Commodities,"Lead, zinc and tin production   "
GBR,Commodities,Copper production
GBR,Commodities,Other non-ferrous metal production
GBR,Commodities,Casting of iron
GBR,Commodities,Casting of steel
GBR,Commodities,Casting of light metals
GBR,Commodities,Casting of other non-ferrous metals
GBR,Commodities,Manufacture of metal structures and parts of structures
GBR,Commodities,Manufacture of builders' carpentry and joinery of metal
GBR,Commodities,"Manufacture of tanks, reservoirs and containers of metal  "
GBR,Commodities,Manufacture of central heating radiators and boilers
GBR,Commodities,"Manufacture of steam generators, except central heating hot water boilers "
GBR,Commodities,"Forging, pressing, stamping and roll forming of metal; powder metallurgy  "
GBR,Commodities,Treatment and coating of metals
GBR,Commodities,General mechanical engineering
GBR,Commodities,Manufacture of cutlery
GBR,Commodities,Manufacture of tools
GBR,Commodities,Manufacture of locks and hinges
GBR,Commodities,Manufacture of steel drums and similar containers
GBR,Commodities,Manufacture of light metal packaging
GBR,Commodities,Manufacture of wire products
GBR,Commodities,"Manufacture of fasteners, screw machine products, chains and springs  "
GBR,Commodities,Manufacture of other fabricated metal products not elsewhere classified
GBR,Commodities,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines  "
GBR,Commodities,Manufacture of pumps and compressors
GBR,Commodities,Manufacture of taps and valves
GBR,Commodities,"Manufacture of bearings, gears, gearing and driving elements  "
GBR,Commodities,Manufacture of furnaces and furnace burners
GBR,Commodities,Manufacture of lifting and handling equipment
GBR,Commodities,Manufacture of non-domestic cooling and ventilation equipment
GBR,Commodities,Manufacture of other general purpose machinery not elsewhere classified
GBR,Commodities,Manufacture of agricultural tractors
GBR,Commodities,Manufacture of other agricultural and forestry machinery
GBR,Commodities,Manufacture of portable hand held power  tools
GBR,Commodities,Manufacture of other metalworking machine tools
GBR,Commodities,Manufacture of other machine tools not elsewhere classified
GBR,Commodities,Manufacture of machinery for metallurgy
GBR,Commodities,"Manufacture of machinery for mining, quarrying and construction  "
