"Nr","version","scenario","foodgroup","parent","functional_form_income","functional_form_z","functional_merging_add","z","gdp_scen","pop_scen","z_scen","calibration_type","calibration_start","calibration_end","para_1","para_2","para_3","para_4","para_5","para_6","R2","R2adj","start_1","start_2","start_3","start_4","start_5","start_6"
"288.v2017-06-09","v2017-06-09","SSP2","sugr_cane","totalSugar","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","2.58898359952965","-0.688448807110348",NA,NA,NA,NA,"0.0594414659379565","0.0592747298035723",NA,NA,NA,NA,NA,NA
"289","new","SSP2","sugr_cane","totalSugar","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289.v2017-06-09","v2017-06-09","SSP2","sugr_cane","totalSugar","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.928299654997391","-0.00753264358735941",NA,NA,NA,NA,"0.0633155249333696","0.0631494755671108",NA,NA,NA,NA,NA,NA
"290","new","SSP2","sugr_cane","totalSugar","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290.v2017-06-09","v2017-06-09","SSP2","sugr_cane","totalSugar","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"291","new","SSP2","nonprocessed","plants","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291.v2017-06-09","v2017-06-09","SSP2","nonprocessed","plants","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.658645150216422","-105.269049291569",NA,NA,NA,NA,"0.166126082261338","0.165978258485813",NA,NA,NA,NA,NA,NA
"292","new","SSP2","nonprocessed","plants","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292.v2017-06-09","v2017-06-09","SSP2","nonprocessed","plants","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","136.165971824683","0.634107418601724",NA,NA,NA,NA,"0.240322900079538","0.24018822943605",NA,NA,NA,NA,NA,NA
"293","new","SSP2","nonprocessed","plants","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293.v2017-06-09","v2017-06-09","SSP2","nonprocessed","plants","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","1.60744494818003","-0.0999687533114283",NA,NA,NA,NA,"0.417647428623704","0.417544192925889",NA,NA,NA,NA,NA,NA
"294","new","SSP2","nonprocessed","plants","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294.v2017-06-09","v2017-06-09","SSP2","nonprocessed","plants","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"295","new","SSP2","nonprocessed","plants","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295.v2017-06-09","v2017-06-09","SSP2","nonprocessed","plants","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"296","new","SSP2","others","nonprocessed","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296.v2017-06-09","v2017-06-09","SSP2","others","nonprocessed","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.207408219351921","1748.19294271309",NA,NA,NA,NA,"0.15940772721716","0.159258447822242",NA,NA,NA,NA,NA,NA
"297","new","SSP2","others","nonprocessed","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297.v2017-06-09","v2017-06-09","SSP2","others","nonprocessed","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-58.3380203453053","0.166883040827928",NA,NA,NA,NA,"0.0766680989586288","0.076504125969632",NA,NA,NA,NA,NA,NA
"298","new","SSP2","others","nonprocessed","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298.v2017-06-09","v2017-06-09","SSP2","others","nonprocessed","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0148563587211177","0.260942630311463",NA,NA,NA,NA,"0.200013229467884","0.19987116113712",NA,NA,NA,NA,NA,NA
"299","new","SSP2","others","nonprocessed","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299.v2017-06-09","v2017-06-09","SSP2","others","nonprocessed","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-1.12408791738605","0.0278834951809153",NA,NA,NA,NA,"0.187101523449627","0.186957162150293",NA,NA,NA,NA,NA,NA
"300","new","SSP2","others","nonprocessed","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300.v2017-06-09","v2017-06-09","SSP2","others","nonprocessed","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0461067181607034","0.00330877425406419","0.38508619845563",NA,NA,NA,"0.202829188950377","0.202687620701211",NA,NA,NA,NA,NA,NA
"301","new","SSP2","staples","nonprocessed","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301.v2017-06-09","v2017-06-09","SSP2","staples","nonprocessed","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.83739406893694","-55.1855485814376",NA,NA,NA,NA,"0.0649401406321278","0.0647740848943605",NA,NA,NA,NA,NA,NA
"302","new","SSP2","staples","nonprocessed","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302.v2017-06-09","v2017-06-09","SSP2","staples","nonprocessed","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","58.3380199331053","0.833116959102331",NA,NA,NA,NA,"0.0766680989586288","0.076504125969632",NA,NA,NA,NA,NA,NA
"303","new","SSP2","staples","nonprocessed","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303.v2017-06-09","v2017-06-09","SSP2","staples","nonprocessed","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","1.20230933103859","-0.0401239250088888",NA,NA,NA,NA,"0.18162331093019","0.181477976764132",NA,NA,NA,NA,NA,NA
"304","new","SSP2","staples","nonprocessed","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304.v2017-06-09","v2017-06-09","SSP2","staples","nonprocessed","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.217275995034959","-0.0530012803967841",NA,NA,NA,NA,"0.180510237113941","0.180364705278941",NA,NA,NA,NA,NA,NA
"305","new","SSP2","staples","nonprocessed","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305.v2017-06-09","v2017-06-09","SSP2","staples","nonprocessed","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.953894105712054","-0.00330890509143999","0.38508280212743",NA,NA,NA,"0.202829150987619","0.202687582731712",NA,NA,NA,NA,NA,NA
"306","new","SSP2","rootsTubers","staples","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306.v2017-06-09","v2017-06-09","SSP2","rootsTubers","staples","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.1430535288467","-148.436294973714",NA,NA,NA,NA,"0.044485100105982","0.0443154117913143",NA,NA,NA,NA,NA,NA
"307","new","SSP2","rootsTubers","staples","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307.v2017-06-09","v2017-06-09","SSP2","rootsTubers","staples","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","83.2236986348092","0.11292705641658",NA,NA,NA,NA,"0.0750095311710436","0.0748452636397297",NA,NA,NA,NA,NA,NA
"308","new","SSP2","rootsTubers","staples","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308.v2017-06-09","v2017-06-09","SSP2","rootsTubers","staples","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","1.20270924924487","-0.254300168683741",NA,NA,NA,NA,"0.083217328779872","0.0830545188577942",NA,NA,NA,NA,NA,NA
"309","new","SSP2","rootsTubers","staples","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309.v2017-06-09","v2017-06-09","SSP2","rootsTubers","staples","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.458684505660853","-0.059406569421707",NA,NA,NA,NA,"0.0781906160113254","0.0780269134036201",NA,NA,NA,NA,NA,NA
"310","new","SSP2","rootsTubers","staples","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310.v2017-06-09","v2017-06-09","SSP2","rootsTubers","staples","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"311","new","SSP2","cassav_sp","rootsTubers","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311.v2017-06-09","v2017-06-09","SSP2","cassav_sp","rootsTubers","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"312","new","SSP2","cassav_sp","rootsTubers","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312.v2017-06-09","v2017-06-09","SSP2","cassav_sp","rootsTubers","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","349.52682536357","0.433574582073449",NA,NA,NA,NA,"0.242001333193695","0.241866481980956",NA,NA,NA,NA,NA,NA
"313","new","SSP2","cassav_sp","rootsTubers","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313.v2017-06-09","v2017-06-09","SSP2","cassav_sp","rootsTubers","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","9.05549376750161","-0.337592315752487",NA,NA,NA,NA,"0.350090494847204","0.349974873159755",NA,NA,NA,NA,NA,NA
"314","new","SSP2","cassav_sp","rootsTubers","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314.v2017-06-09","v2017-06-09","SSP2","cassav_sp","rootsTubers","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"315","new","SSP2","cassav_sp","rootsTubers","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315.v2017-06-09","v2017-06-09","SSP2","cassav_sp","rootsTubers","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","1.66014614562638","-0.149517029277759","0.233095359517109",NA,NA,NA,"0.352915963184476","0.352800844159958",NA,NA,NA,NA,NA,NA
"316","new","SSP2","potato","rootsTubers","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316.v2017-06-09","v2017-06-09","SSP2","potato","rootsTubers","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","1.37508790546406","11564.7027933574",NA,NA,NA,NA,"0.358491123658722","0.358376996479156",NA,NA,NA,NA,NA,NA
"317","new","SSP2","potato","rootsTubers","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317.v2017-06-09","v2017-06-09","SSP2","potato","rootsTubers","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-349.526826057934","0.566425417760665",NA,NA,NA,NA,"0.242001333193697","0.241866481980957",NA,NA,NA,NA,NA,NA
"318","new","SSP2","potato","rootsTubers","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318.v2017-06-09","v2017-06-09","SSP2","potato","rootsTubers","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.00323007124561904","0.558501991637108",NA,NA,NA,NA,"0.305212601665712","0.305088996008652",NA,NA,NA,NA,NA,NA
"319","new","SSP2","potato","rootsTubers","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319.v2017-06-09","v2017-06-09","SSP2","potato","rootsTubers","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-1.96686813126427","0.103910381736509",NA,NA,NA,NA,"0.362959630614856","0.362846298401836",NA,NA,NA,NA,NA,NA
"320","new","SSP2","potato","rootsTubers","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320.v2017-06-09","v2017-06-09","SSP2","potato","rootsTubers","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.660145953996654","0.149516947458212","0.23309540215693",NA,NA,NA,"0.352915958891544","0.352800839866262",NA,NA,NA,NA,NA,NA
"321","new","SSP2","cerealRest","staples","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321.v2017-06-09","v2017-06-09","SSP2","cerealRest","staples","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.892032612431998","117.868665356901",NA,NA,NA,NA,"0.0809762234892604","0.0808130155729915",NA,NA,NA,NA,NA,NA
"322","new","SSP2","cerealRest","staples","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322.v2017-06-09","v2017-06-09","SSP2","cerealRest","staples","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-83.2236989786273","0.887072943481726",NA,NA,NA,NA,"0.0750095311710434","0.0748452636397295",NA,NA,NA,NA,NA,NA
"323","new","SSP2","cerealRest","staples","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323.v2017-06-09","v2017-06-09","SSP2","cerealRest","staples","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.607183000360642","0.0398517404036368",NA,NA,NA,NA,"0.0746343552545182","0.0744700210963323",NA,NA,NA,NA,NA,NA
"324","new","SSP2","cerealRest","staples","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324.v2017-06-09","v2017-06-09","SSP2","cerealRest","staples","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.407479887434591","0.0271740175014658",NA,NA,NA,NA,"0.0751195475750213","0.074955299581339",NA,NA,NA,NA,NA,NA
"325","new","SSP2","cerealRest","staples","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325.v2017-06-09","v2017-06-09","SSP2","cerealRest","staples","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"326","new","SSP2","cereals","cerealRest","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326.v2017-06-09","v2017-06-09","SSP2","cereals","cerealRest","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.921919267520545","67.8251869932446",NA,NA,NA,NA,"0.175210595189772","0.175064122200106",NA,NA,NA,NA,NA,NA
"327","new","SSP2","cereals","cerealRest","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327.v2017-06-09","v2017-06-09","SSP2","cereals","cerealRest","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-53.9534002516392","0.919888360257362",NA,NA,NA,NA,"0.171866871564264","0.171719804768235",NA,NA,NA,NA,NA,NA
"328","new","SSP2","cereals","cerealRest","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328.v2017-06-09","v2017-06-09","SSP2","cereals","cerealRest","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.729950247093828","0.0243241658824136",NA,NA,NA,NA,"0.161026731050263","0.160877739171565",NA,NA,NA,NA,NA,NA
"329","new","SSP2","cereals","cerealRest","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329.v2017-06-09","v2017-06-09","SSP2","cereals","cerealRest","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.274543491295143","0.0186969739223137",NA,NA,NA,NA,"0.161453287893217","0.161304371766045",NA,NA,NA,NA,NA,NA
"330","new","SSP2","cereals","cerealRest","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330.v2017-06-09","v2017-06-09","SSP2","cereals","cerealRest","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"331","new","SSP2","maiz","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331.v2017-06-09","v2017-06-09","SSP2","maiz","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0661659477181141","-183.906595682349",NA,NA,NA,NA,"0.000152799277694577","-2.47619371378516e-05",NA,NA,NA,NA,NA,NA
"332","new","SSP2","maiz","cereals","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332.v2017-06-09","v2017-06-09","SSP2","maiz","cereals","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","183.458602908382","0.149730195072599",NA,NA,NA,NA,"0.109440344857409","0.109282191837494",NA,NA,NA,NA,NA,NA
"333","new","SSP2","maiz","cereals","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333.v2017-06-09","v2017-06-09","SSP2","maiz","cereals","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","4.48425657405754","-0.36345299811924",NA,NA,NA,NA,"0.172519219482813","0.172372268536176",NA,NA,NA,NA,NA,NA
"334","new","SSP2","maiz","cereals","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334.v2017-06-09","v2017-06-09","SSP2","maiz","cereals","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"335","new","SSP2","maiz","cereals","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335.v2017-06-09","v2017-06-09","SSP2","maiz","cereals","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"336","new","SSP2","rapeseed","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336.v2017-06-09","v2017-06-09","SSP2","rapeseed","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0188668055686295","-124.965578287606",NA,NA,NA,NA,"0.029094206599802","0.0289217850417484",NA,NA,NA,NA,NA,NA
"337","new","SSP2","rapeseed","cereals","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337.v2017-06-09","v2017-06-09","SSP2","rapeseed","cereals","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","4.75770219654683","0.0179416317095801",NA,NA,NA,NA,"0.0300914137223183","0.0299191692566323",NA,NA,NA,NA,NA,NA
"338","new","SSP2","rapeseed","cereals","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338.v2017-06-09","v2017-06-09","SSP2","rapeseed","cereals","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0610988753631026","-0.134175196700055",NA,NA,NA,NA,"0.0322688035432553","0.0320969457566354",NA,NA,NA,NA,NA,NA
"339","new","SSP2","rapeseed","cereals","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339.v2017-06-09","v2017-06-09","SSP2","rapeseed","cereals","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.95683393690322","-0.00278350522460611",NA,NA,NA,NA,"0.0317595571621131","0.0315876089392685",NA,NA,NA,NA,NA,NA
"340","new","SSP2","rapeseed","cereals","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340.v2017-06-09","v2017-06-09","SSP2","rapeseed","cereals","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"341","new","SSP2","tece","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341.v2017-06-09","v2017-06-09","SSP2","tece","cereals","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.978768714000454","1719.31911857227",NA,NA,NA,NA,"0.450983419616786","0.450885920668041",NA,NA,NA,NA,NA,NA
"342","new","SSP2","tece","cereals","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342.v2017-06-09","v2017-06-09","SSP2","tece","cereals","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-393.351249693014","0.831034023035809",NA,NA,NA,NA,"0.306516614710497","0.30639346014021",NA,NA,NA,NA,NA,NA
"343","new","SSP2","tece","cereals","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343.v2017-06-09","v2017-06-09","SSP2","tece","cereals","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0864941484326514","0.236878813081731",NA,NA,NA,NA,"0.403747503422511","0.403641615925338",NA,NA,NA,NA,NA,NA
"344","new","SSP2","tece","cereals","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
