"Nr","version","scenario","foodgroup","parent","functional_form_income","functional_form_z","functional_merging_add","z","gdp_scen","pop_scen","z_scen","calibration_type","calibration_start","calibration_end","para_1","para_2","para_3","para_4","para_5","para_6","R2","R2adj","start_1","start_2","start_3","start_4","start_5","start_6"
"363","new","SSP2","puls_pro","rest","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363.v2017-06-09","v2017-06-09","SSP2","puls_pro","rest","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.653560911256179","-0.0140914762242645",NA,NA,NA,NA,"0.0060807440955932","0.00590246261471361",NA,NA,NA,NA,NA,NA
"364","new","SSP2","puls_pro","rest","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364.v2017-06-09","v2017-06-09","SSP2","puls_pro","rest","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.346871977909171","-0.00896509443006154",NA,NA,NA,NA,"0.00616602030029757","0.00598775411559815",NA,NA,NA,NA,NA,NA
"365","new","SSP2","puls_pro","rest","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365.v2017-06-09","v2017-06-09","SSP2","puls_pro","rest","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"366","new","SSP2","rapeseed","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366.v2017-06-09","v2017-06-09","SSP2","rapeseed","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.202884489902309","357.830056673551",NA,NA,NA,NA,"0.00632547227593151","0.00614723469248335",NA,NA,NA,NA,NA,NA
"367","new","SSP2","rapeseed","rest","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367.v2017-06-09","v2017-06-09","SSP2","rapeseed","rest","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-45.9945023815826","0.198846122970732",NA,NA,NA,NA,"0.00601618710846751","0.00583789404785928",NA,NA,NA,NA,NA,NA
"368","new","SSP2","rapeseed","rest","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368.v2017-06-09","v2017-06-09","SSP2","rapeseed","rest","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0843994126570327","0.0871803253005146",NA,NA,NA,NA,"0.00816225672341363","0.00798434860802777",NA,NA,NA,NA,NA,NA
"369","new","SSP2","rapeseed","rest","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369.v2017-06-09","v2017-06-09","SSP2","rapeseed","rest","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-0.954017987809659","0.0146364840941801",NA,NA,NA,NA,"0.00798143159449936","0.00780349104411282",NA,NA,NA,NA,NA,NA
"370","new","SSP2","rapeseed","rest","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370.v2017-06-09","v2017-06-09","SSP2","rapeseed","rest","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","no fit","no fit","no fit","no fit","no fit","no fit","no fit","no fit",NA,NA,NA,NA,NA,NA
"371","new","SSP2","soybean","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371.v2017-06-09","v2017-06-09","SSP2","soybean","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0683727792511696","1531.48313945489",NA,NA,NA,NA,"0.00204965560379764","0.00187065105771766",NA,NA,NA,NA,NA,NA
"372","new","SSP2","soybean","rest","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372.v2017-06-09","v2017-06-09","SSP2","soybean","rest","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-20.014069771161","0.0550646297813332",NA,NA,NA,NA,"0.000603712371313943","0.000424448463219207",NA,NA,NA,NA,NA,NA
"373","new","SSP2","soybean","rest","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373.v2017-06-09","v2017-06-09","SSP2","soybean","rest","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0043454261444809","0.276990448150267",NA,NA,NA,NA,"0.00402070313502541","0.00384205214007216",NA,NA,NA,NA,NA,NA
"374","new","SSP2","soybean","rest","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374.v2017-06-09","v2017-06-09","SSP2","soybean","rest","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-1.05239082675097","0.011314196321634",NA,NA,NA,NA,"0.00316008539873475","0.00298128003288711",NA,NA,NA,NA,NA,NA
"375","new","SSP2","soybean","rest","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375.v2017-06-09","v2017-06-09","SSP2","soybean","rest","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.004325515024272","0.00307233203209424","0.305243942565793",NA,NA,NA,"0.0041075164220426","0.00392888099897926",NA,NA,NA,NA,NA,NA
"376","new","SSP2","sunflower","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376.v2017-06-09","v2017-06-09","SSP2","sunflower","rest","y~(a * x)/(b + x)",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.0175710102455901","10463.0925713846",NA,NA,NA,NA,"0.00482164704785633","0.00464313971997266",NA,NA,NA,NA,NA,NA
"377","new","SSP2","sunflower","rest","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377.v2017-06-09","v2017-06-09","SSP2","sunflower","rest","y~a/x + b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-2.42548789578849","0.00699807450153189",NA,NA,NA,NA,"0.00292992521961507","0.00275107856943035",NA,NA,NA,NA,NA,NA
"378","new","SSP2","sunflower","rest","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378.v2017-06-09","v2017-06-09","SSP2","sunflower","rest","y~a * x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.00015194156556433","0.427122844819595",NA,NA,NA,NA,"0.00392069975644728","0.0037420308236682",NA,NA,NA,NA,NA,NA
"379","new","SSP2","sunflower","rest","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379.v2017-06-09","v2017-06-09","SSP2","sunflower","rest","y~a + x^b",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","-1.01268306844317","0.00224413478643089",NA,NA,NA,NA,"0.00480854000760451","0.00463003032868226",NA,NA,NA,NA,NA,NA
"380","new","SSP2","sunflower","rest","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380.v2017-06-09","v2017-06-09","SSP2","sunflower","rest","y~a + b*x^c",NA,"1",NA,"SSP2","SSP2","SSP2","convergent","2010","2050","0.00091804460470656","7.1208508518097e-05","0.493310247697572",NA,NA,NA,"0.00371040638377279","0.00353169973020939",NA,NA,NA,NA,NA,NA
"381","new","SSP3","livestock","totalintake","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","new","SSP3","livestock","totalintake","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","new","SSP3","livestock","totalintake","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","new","SSP3","livestock","totalintake","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","new","SSP3","livestock","totalintake","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","new","SSP3","fish","livestock","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","new","SSP3","fish","livestock","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","new","SSP3","fish","livestock","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","new","SSP3","fish","livestock","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","new","SSP3","fish","livestock","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","new","SSP3","landanimals","livestock","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392","new","SSP3","landanimals","livestock","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","new","SSP3","landanimals","livestock","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","new","SSP3","landanimals","livestock","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","new","SSP3","landanimals","livestock","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","new","SSP3","ruminants","landanimals","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","new","SSP3","ruminants","landanimals","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","new","SSP3","ruminants","landanimals","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","new","SSP3","ruminants","landanimals","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","new","SSP3","ruminants","landanimals","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","new","SSP3","livst_milk","ruminants","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","new","SSP3","livst_milk","ruminants","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","new","SSP3","livst_milk","ruminants","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","new","SSP3","livst_milk","ruminants","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","new","SSP3","livst_milk","ruminants","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","new","SSP3","livst_rum","ruminants","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","new","SSP3","livst_rum","ruminants","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","new","SSP3","livst_rum","ruminants","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","new","SSP3","livst_rum","ruminants","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","new","SSP3","livst_rum","ruminants","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","new","SSP3","monogastrics","landanimals","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","new","SSP3","monogastrics","landanimals","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","new","SSP3","monogastrics","landanimals","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","new","SSP3","monogastrics","landanimals","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","new","SSP3","monogastrics","landanimals","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","new","SSP3","livst_chick","monogastrics","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","new","SSP3","livst_chick","monogastrics","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","new","SSP3","livst_chick","monogastrics","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","new","SSP3","livst_chick","monogastrics","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","new","SSP3","livst_chick","monogastrics","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","new","SSP3","livst_egg","monogastrics","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","new","SSP3","livst_egg","monogastrics","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","new","SSP3","livst_egg","monogastrics","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","new","SSP3","livst_egg","monogastrics","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","new","SSP3","livst_egg","monogastrics","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","new","SSP3","livst_pig","monogastrics","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","new","SSP3","livst_pig","monogastrics","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","new","SSP3","livst_pig","monogastrics","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","new","SSP3","livst_pig","monogastrics","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","new","SSP3","livst_pig","monogastrics","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","new","SSP3","plants","totalintake","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","new","SSP3","plants","totalintake","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","new","SSP3","plants","totalintake","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","new","SSP3","plants","totalintake","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","new","SSP3","plants","totalintake","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","new","SSP3","processed","plants","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","new","SSP3","processed","plants","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","new","SSP3","processed","plants","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","new","SSP3","processed","plants","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","new","SSP3","processed","plants","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","new","SSP3","oils","processed","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","new","SSP3","oils","processed","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","new","SSP3","oils","processed","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444","new","SSP3","oils","processed","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","new","SSP3","oils","processed","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","new","SSP3","alcoholSugar","processed","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","new","SSP3","alcoholSugar","processed","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","new","SSP3","alcoholSugar","processed","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","new","SSP3","alcoholSugar","processed","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","new","SSP3","alcoholSugar","processed","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","new","SSP3","alcohol","alcoholSugar","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","new","SSP3","alcohol","alcoholSugar","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","new","SSP3","alcohol","alcoholSugar","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","new","SSP3","alcohol","alcoholSugar","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","new","SSP3","alcohol","alcoholSugar","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","new","SSP3","totalSugar","alcoholSugar","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","new","SSP3","totalSugar","alcoholSugar","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","new","SSP3","totalSugar","alcoholSugar","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","new","SSP3","totalSugar","alcoholSugar","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","new","SSP3","totalSugar","alcoholSugar","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","new","SSP3","molasses","totalSugar","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","new","SSP3","molasses","totalSugar","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","new","SSP3","molasses","totalSugar","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","new","SSP3","molasses","totalSugar","y~a + x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","new","SSP3","molasses","totalSugar","y~a + b*x^c",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","new","SSP3","sugar","totalSugar","y~(a * x)/(b + x)",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","new","SSP3","sugar","totalSugar","y~a/x + b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","new","SSP3","sugar","totalSugar","y~a * x^b",NA,"1",NA,"SSP3","SSP3","SSP3","convergent","2010","2050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
